# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
chromosome	cds	5123375	5124868	-	LFFONA_05229	ubiD	4-hydroxy-3-polyprenylbenzoate decarboxylase	COG:COG0043, COG:H, EC:4.1.1.98, GO:0005829, GO:0005886, GO:0006744, GO:0008694, GO:0016831, GO:0046872, RefSeq:WP_000339804.1, SO:0001217, UniParc:UPI0000137991, UniRef:UniRef100_P0AAB4, UniRef:UniRef50_P0AAB4, UniRef:UniRef90_P0AAB4
chromosome	cds	5125035	5125523	+	LFFONA_05230	rfaH	transcription/translation regulatory transformer protein RfaH	COG:COG0250, COG:K, GO:0001073, GO:0003677, GO:0005829, GO:0006355, GO:0140673, KEGG:K05785, RefSeq:WP_001192400.1, SO:0001217, UniParc:UPI00000BE9B0, UniRef:UniRef100_Q8FBI4, UniRef:UniRef50_P0AFW0, UniRef:UniRef90_P0AFW0
chromosome	cds	5125520	5126302	-	LFFONA_05231	tatD	3'-5' ssDNA/RNA exonuclease TatD	EC:3.1.11.-, EC:3.1.11.1, EC:3.1.13.-, GO:0000175, GO:0000287, GO:0005737, GO:0008310, GO:0008408, KEGG:K03424, RefSeq:WP_001298607.1, SO:0001217, UniParc:UPI00005EFC33, UniRef:UniRef100_A0A192EVS4, UniRef:UniRef50_P27859, UniRef:UniRef90_P27859
chromosome	cds	5126344	5127120	-	LFFONA_05232	tatC	Sec-independent protein translocase subunit TatC	COG:COG0805, COG:U, GO:0005886, GO:0008320, GO:0009314, GO:0009977, GO:0016020, GO:0033281, GO:0042802, GO:0043953, GO:0065002, KEGG:K03118, RefSeq:WP_000109949.1, SO:0001217, UniParc:UPI00000DF2FF, UniRef:UniRef100_Q8FBI6, UniRef:UniRef50_P69423, UniRef:UniRef90_P69423
chromosome	cds	5127123	5127638	-	LFFONA_05233	tatB	Sec-independent protein translocase protein TatB	COG:COG1826, COG:U, GO:0008320, GO:0015628, GO:0016020, GO:0033281, GO:0043953, KEGG:K03117, RefSeq:WP_000459601.1, SO:0001217, UniParc:UPI0001C22F5A, UniRef:UniRef100_A0A066T318, UniRef:UniRef50_P69425, UniRef:UniRef90_P69425
chromosome	cds	5127642	5127911	-	LFFONA_05234	tatA	Sec-independent protein translocase subunit TatA	COG:COG1826, COG:U, GO:0005829, GO:0005886, GO:0008289, GO:0008320, GO:0009977, GO:0033281, GO:0042802, GO:0043953, GO:0065002, RefSeq:WP_001295260.1, SO:0001217, UniParc:UPI00000540BA, UniRef:UniRef100_P69428, UniRef:UniRef50_P69428, UniRef:UniRef90_P69428
chromosome	cds	5127990	5129630	-	LFFONA_05235	ubiB	ubiquinone biosynthesis regulatory protein kinase UbiB	COG:COG0661, COG:HT, EC:2.7.-.-, GO:0004672, GO:0005524, GO:0005886, GO:0006744, GO:0010795, KEGG:K03688, RefSeq:WP_000187545.1, SO:0001217, UniParc:UPI00000DF2FD, UniRef:UniRef100_B7MHC2, UniRef:UniRef50_P0A6A0, UniRef:UniRef90_P0A6A0
chromosome	ncRNA	5129627	5129878	-	LFFONA_05236	Erse	Erse small RNA	RFAM:RF02757, SO:0000655
chromosome	cds	5129627	5130232	-	LFFONA_05237	ubiJ	ubiquinone biosynthesis protein UbiJ	BlastRules:WP_001116086, COG:COG3165, COG:H, GO:0005737, GO:0032150, KEGG:K03690, RefSeq:WP_001305365.1, SO:0001217, UniParc:UPI0001886657, UniRef:UniRef100_A0A234GC46, UniRef:UniRef50_P0ADP7, UniRef:UniRef90_P0ADP7
chromosome	cds	5130246	5131001	-	LFFONA_05238	ubiE	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	COG:COG2226, COG:HJ, EC:2.1.1.163, EC:2.1.1.201, GO:0006744, GO:0008168, GO:0008425, GO:0009060, GO:0009234, GO:0032259, GO:0043770, RefSeq:WP_000227959.1, SO:0001217, UniParc:UPI00000DF2FB, UniRef:UniRef100_B7MHC0, UniRef:UniRef50_P0A887, UniRef:UniRef90_P0A2K5
chromosome	cds	5131096	5132523	-	LFFONA_05239	rmuC	DNA recombination protein RmuC	COG:COG1322, COG:L, GO:0006310, KEGG:K09760, RefSeq:WP_000347712.1, SO:0001217, UniParc:UPI0000D50DFE, UniRef:UniRef100_A0A0D8WB33, UniRef:UniRef50_P0AG71, UniRef:UniRef90_P0AG71
chromosome	cds	5132740	5133507	+	LFFONA_05240	allR	HTH-type transcriptional repressor AllR	RefSeq:WP_000852398.1, SO:0001217, UniParc:UPI00005EFC36, UniRef:UniRef100_E2QI26, UniRef:UniRef50_A0A2K3TNT9, UniRef:UniRef90_A0A2K3TNT9
chromosome	cds	5133531	5134535	+	LFFONA_05241		2-dehydro-3-deoxygalactonokinase	RefSeq:WP_001117533.1, SO:0001217, UniParc:UPI0001E172D2, UniRef:UniRef100_A0A0G9FHP2, UniRef:UniRef50_A0A2S4RWB7, UniRef:UniRef90_A0A140NI08
chromosome	cds	5134525	5135154	+	LFFONA_05242		2-dehydro-3-deoxy-6-phosphogalactonate aldolase	EC:4.1.2.21, KEGG:K01631, RefSeq:WP_001116472.1, SO:0001217, UniParc:UPI00005EFC38, UniRef:UniRef100_A0A0D6J0M2, UniRef:UniRef50_A0A1G5I985, UniRef:UniRef90_A0A0D6J0M2
chromosome	cds	5135179	5136153	+	LFFONA_05243		Periplasmic binding protein	RefSeq:WP_000589809.1, SO:0001217, UniParc:UPI000281D967, UniRef:UniRef100_UPI000281D967, UniRef:UniRef50_A0A0D5LK21, UniRef:UniRef90_B7LU06
chromosome	cds	5136170	5136676	+	LFFONA_05244		Permease	KEGG:K07794, RefSeq:WP_001093393.1, SO:0001217, UniParc:UPI00005EFC3A, UniRef:UniRef100_E2QI22, UniRef:UniRef50_E2QI22, UniRef:UniRef90_E2QI22
chromosome	cds	5136689	5138179	+	LFFONA_05245		Integral membrane protein	KEGG:K07793, RefSeq:WP_000463022.1, SO:0001217, UniParc:UPI000281D9C7, UniRef:UniRef100_UPI000281D9C7, UniRef:UniRef50_F4LR69, UniRef:UniRef90_A0A376CUN4
chromosome	cds	5138214	5138978	-	LFFONA_05246	udp	uridine phosphorylase	COG:COG2820, COG:F, EC:2.4.2.3, GO:0004850, GO:0005829, GO:0009116, GO:0009164, GO:0009166, GO:0016763, GO:0044206, GO:0047847, KEGG:K00757, RefSeq:WP_000045178.1, SO:0001217, UniParc:UPI00005EFC3B, UniRef:UniRef100_P12758, UniRef:UniRef50_P12758, UniRef:UniRef90_P12758
chromosome	cds	5139240	5140049	+	LFFONA_05247	ysgA	Putative carboxymethylenebutenolidase	COG:COG0412, COG:Q, EC:3.1.1.45, GO:0008806, RefSeq:WP_001468019.1, SO:0001217, UniParc:UPI000281D9C8, UniRef:UniRef100_UPI000281D9C8, UniRef:UniRef50_Q8X8L4, UniRef:UniRef90_Q8X8L4
chromosome	cds	5140080	5140175	-	LFFONA_05248		hypothetical protein	SO:0001217, UniParc:UPI00016A1843, UniRef:UniRef100_A0A0A2RM61, UniRef:UniRef50_A0A0H3EP55, UniRef:UniRef90_A0A0H3EP55
chromosome	cds	5140306	5140974	+	LFFONA_05249		Cysteine hydrolase	RefSeq:WP_000194414.1, SO:0001217, UniParc:UPI00000439BB, UniRef:UniRef100_A0A0D6IZY8, UniRef:UniRef50_A0A2B7LLY5, UniRef:UniRef90_A0A2B7LLY5
chromosome	cds	5140980	5141840	+	LFFONA_05250		DUF2877 domain-containing protein	RefSeq:WP_001305370.1, SO:0001217, UniParc:UPI00000439BA, UniRef:UniRef100_A0A0D8VXW1, UniRef:UniRef50_B7UNF8, UniRef:UniRef90_B7UNF8
chromosome	cds	5141935	5143494	+	LFFONA_05251		Succinyl-CoA ligase [ADP-forming] subunit alpha	KEGG:K02381, RefSeq:WP_000865644.1, SO:0001217, UniParc:UPI000281D9C9, UniRef:UniRef100_UPI000281D9C9, UniRef:UniRef50_H5V1F5, UniRef:UniRef90_A0A370V469
chromosome	cds	5143440	5144915	+	LFFONA_05252		Ybl186	SO:0001217, UniRef:UniRef50_A0A389M8J8, UniRef:UniRef90_A0A4C6ZRA4
chromosome	cds	5144908	5145864	+	LFFONA_05253	arcC	carbamate kinase	EC:2.7.2.2, GO:0006520, GO:0008804, RefSeq:WP_000240547.1, SO:0001217, UniParc:UPI000281D9CB, UniRef:UniRef100_UPI000281D9CB, UniRef:UniRef50_A0A2B7MAP4, UniRef:UniRef90_A0A2B7MAP4
chromosome	cds	5145881	5146270	+	LFFONA_05254		Glutamyl-tRNA amidotransferase	RefSeq:WP_000214035.1, SO:0001217, UniParc:UPI00000DF2EE, UniRef:UniRef100_E2QI13, UniRef:UniRef50_A0A0N0XGP2, UniRef:UniRef90_E2QI13
chromosome	cds	5146296	5147519	+	LFFONA_05255		Permease	KEGG:K10974, RefSeq:WP_001227364.1, SO:0001217, UniParc:UPI000281D9CC, UniRef:UniRef100_UPI000281D9CC, UniRef:UniRef50_A0A1C7FFI6, UniRef:UniRef90_A0A061LCR4
chromosome	cds	5147597	5148502	+	LFFONA_05256	lysR	LysR family transcriptional regulator	RefSeq:WP_000470719.1, SO:0001217, UniParc:UPI000191EC75, UniRef:UniRef100_A0A0J2AVI2, UniRef:UniRef50_A0A076LMN3, UniRef:UniRef90_A0A1V2SZ14
chromosome	cds	5148703	5149548	+	LFFONA_05257		Transcriptional regulator	RefSeq:WP_001060027.1, SO:0001217, UniParc:UPI00005EFC43, UniRef:UniRef100_A0A0D8VS87, UniRef:UniRef50_B7MHA2, UniRef:UniRef90_B7MHA2
chromosome	cds	5149578	5151575	-	LFFONA_05258	tkt	transketolase	EC:2.2.1.1, GO:0004802, KEGG:K00615, RefSeq:WP_001088081.1, SO:0001217, UniParc:UPI0000D50DF7, UniRef:UniRef100_A0A0D8VUT6, UniRef:UniRef50_A0A261GRB9, UniRef:UniRef90_E2QI09
chromosome	cds	5151626	5153134	-	LFFONA_05259		PTS system glucose-specific EIICB component	RefSeq:WP_000037973.1, SO:0001217, UniParc:UPI00000DF2EB, UniRef:UniRef100_A0A0D8VSI1, UniRef:UniRef50_A0A0D8VSI1, UniRef:UniRef90_A0A0D8VSI1
chromosome	cds	5153176	5153733	-	LFFONA_05260		SIS domain-containing protein	EC:5.3.1.27, KEGG:K08094, RefSeq:WP_000339041.1, SO:0001217, UniParc:UPI00005EFC46, UniRef:UniRef100_A0A0D6IZL3, UniRef:UniRef50_A0A0H2VFC2, UniRef:UniRef90_A0A0H2VFC2
chromosome	cds	5154218	5154511	+	LFFONA_05261	tssD	type VI secretion system tube protein TssD	KEGG:K06887, SO:0001217, UniRef:UniRef50_A0AAD0II53, UniRef:UniRef90_UPI00203FBBB7
chromosome	cds	5154923	5155351	+	LFFONA_05262		Colicin	SO:0001217, UniRef:UniRef50_A0A0H3ER30, UniRef:UniRef90_A0A0H3ER30
chromosome	cds	5155348	5155605	+	LFFONA_05263	marR	MarR family transcriptional regulator	RefSeq:WP_000156431.1, SO:0001217, UniParc:UPI00000DF2E8, UniRef:UniRef100_A0A0D8VH62, UniRef:UniRef50_A0A090UW58, UniRef:UniRef90_A0A0D8VH62
chromosome	cds	5156094	5158355	-	LFFONA_05264	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	COG:COG0620, COG:E, EC:2.1.1.14, GO:0003871, GO:0008270, GO:0008652, GO:0009086, GO:0032259, KEGG:K00549, RefSeq:WP_000153917.1, SO:0001217, UniParc:UPI00005EFC47, UniRef:UniRef100_B7LU25, UniRef:UniRef50_P25665, UniRef:UniRef90_P25665
chromosome	cds	5158473	5159426	+	LFFONA_05265	metR	HTH-type transcriptional regulator MetR	COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0005737, GO:0006355, GO:0009086, KEGG:K03576, RefSeq:WP_000573618.1, SO:0001217, UniParc:UPI00005AABC7, UniRef:UniRef100_E2QI01, UniRef:UniRef50_P0A9F9, UniRef:UniRef90_P0A9F9
chromosome	cds	5159314	5160213	-	LFFONA_05266	bioP	biotin transporter	BlastRules:WP_001196238, COG:COG0697, COG:GER, GO:0005886, GO:0016020, RefSeq:WP_001196238.1, SO:0001217, UniParc:UPI000013B3ED, UniRef:UniRef100_P0ADP5, UniRef:UniRef50_P0ADP5, UniRef:UniRef90_P0ADP5
chromosome	cds	5160289	5161089	-	LFFONA_05267	yigL	sugar/pyridoxal phosphate phosphatase YigL	COG:COG0561, COG:HR, EC:3.1.3.23, EC:3.1.3.74, GO:0000287, GO:0005829, GO:0006950, GO:0016791, GO:0033883, GO:0046872, GO:0050308, KEGG:K21064, RefSeq:WP_000285350.1, SO:0001217, UniParc:UPI0001E17565, UniRef:UniRef100_A0A0G9FG29, UniRef:UniRef50_P27848, UniRef:UniRef90_P27848
chromosome	cds	5161097	5162119	-	LFFONA_05268	pldB	lysophospholipase L2	COG:COG2267, COG:I, EC:3.1.1.5, GO:0004622, GO:0005886, GO:0006650, GO:0016020, GO:0016747, RefSeq:WP_000487654.1, SO:0001217, UniParc:UPI000000E972, UniRef:UniRef100_P07000, UniRef:UniRef50_P07000, UniRef:UniRef90_P07000
chromosome	cds	5162230	5162850	+	LFFONA_05269	rhtB	homoserine/homoserine lactone efflux protein	COG:COG1280, COG:E, GO:0005886, GO:0006865, GO:0016020, GO:0042970, KEGG:K05834, RefSeq:WP_000171710.1, SO:0001217, UniParc:UPI00001338B5, UniRef:UniRef100_P0AG34, UniRef:UniRef50_P0AG34, UniRef:UniRef90_P0AG34
chromosome	cds	5162911	5163531	-	LFFONA_05270	rhtC	threonine export protein RhtC	COG:COG1280, COG:E, GO:0005886, GO:0006865, GO:0015171, KEGG:K05835, RefSeq:WP_000928839.1, SO:0001217, UniParc:UPI00000DF2E1, UniRef:UniRef100_A0AB38H442, UniRef:UniRef50_P0AG38, UniRef:UniRef90_P0AG38
chromosome	cds	5163595	5165430	-	LFFONA_05271	recQ	ATP-dependent DNA helicase RecQ	COG:COG0514, COG:L, EC:3.6.4.12, EC:5.6.2.4, GO:0003677, GO:0003678, GO:0003689, GO:0005524, GO:0005694, GO:0005737, GO:0006260, GO:0006281, GO:0006310, GO:0009378, GO:0009432, GO:0016853, GO:0016887, GO:0030894, GO:0032508, GO:0036121, GO:0043138, GO:0043590, GO:0046872, GO:0061749, GO:0061775, GO:0140584, GO:0140665, GO:0140849, GO:1990518, RefSeq:WP_001099855.1, SO:0001217, UniParc:UPI00000D08FF, UniRef:UniRef100_C3SK92, UniRef:UniRef50_P15043, UniRef:UniRef90_P15043
chromosome	cds	5165549	5166418	-	LFFONA_05272	pldA	phospholipase A	COG:COG2829, COG:M, EC:3.1.1.32, EC:3.1.1.4, GO:0004620, GO:0004622, GO:0004623, GO:0005509, GO:0006629, GO:0008970, GO:0009279, GO:0016042, GO:0042803, GO:0046471, GO:0047498, GO:0047499, GO:0052739, KEGG:K01058, RefSeq:WP_001259692.1, SO:0001217, UniParc:UPI00000E4A9E, UniRef:UniRef100_E2QHZ4, UniRef:UniRef50_P0A921, UniRef:UniRef90_P0A921
chromosome	cds	5166583	5167050	+	LFFONA_05273	yigI	thioesterase family protein	COG:COG2050, COG:Q, EC:3.1.2.20, GO:0005737, GO:0006629, GO:0016289, RefSeq:WP_001277142.1, SO:0001217, UniParc:UPI000013B3E9, UniRef:UniRef100_P0ADP2, UniRef:UniRef50_P0ADP2, UniRef:UniRef90_P0ADP2
chromosome	cds	5167102	5167992	+	LFFONA_05274	rarD	EamA family transporter RarD	COG:COG2962, COG:R, GO:0005886, GO:0016020, RefSeq:WP_000339104.1, SO:0001217, UniParc:UPI0000133119, UniRef:UniRef100_P27844, UniRef:UniRef50_P27844, UniRef:UniRef90_P27844
chromosome	cds	5168303	5169151	+	LFFONA_05275		DUF3289 domain-containing protein	RefSeq:WP_001059676.1, SO:0001217, UniParc:UPI00000DF2DE, UniRef:UniRef100_A0A0J2A0K5, UniRef:UniRef50_A0A5Q2EJF4, UniRef:UniRef90_A0A0D8VXY5
chromosome	cds	5169148	5169645	+	LFFONA_05276		DUF943 domain-containing protein	RefSeq:WP_000823790.1, SO:0001217, UniParc:UPI00000DF2DD, UniRef:UniRef100_A0A0J2D006, UniRef:UniRef50_B7MH81, UniRef:UniRef90_A0A9Q7EG56
chromosome	cds	5169681	5170631	-	LFFONA_05277	corA	magnesium/cobalt transporter CorA	COG:COG0598, COG:P, GO:0005886, GO:0006824, GO:0015087, GO:0015095, GO:0015099, GO:0015693, GO:0016020, RefSeq:WP_000947159.1, SO:0001217, UniParc:UPI0000127F09, UniRef:UniRef100_P0ABI4, UniRef:UniRef50_P0A2R8, UniRef:UniRef90_P0A2R8
chromosome	cds	5171001	5171765	+	LFFONA_05278	yigE	Uncharacterized protein YigE	COG:COG3698, COG:S, RefSeq:WP_000951167.1, SO:0001217, UniParc:UPI000281D685, UniRef:UniRef100_UPI0007516F0E, UniRef:UniRef50_P27840, UniRef:UniRef90_P27840
chromosome	cds	5171848	5172750	+	LFFONA_05279		Adenosyl-chloride synthase	COG:COG1912, COG:HV, RefSeq:WP_000751609.1, SO:0001217, UniParc:UPI000281D684, UniRef:UniRef100_UPI000281D684, UniRef:UniRef50_A0A0H0E2L1, UniRef:UniRef90_A0A0H0E2L1
chromosome	cds	5172795	5174957	-	LFFONA_05280	uvrD	DNA helicase II	COG:COG0210, COG:L, EC:3.6.4.12, EC:5.6.2.4, GO:0000725, GO:0003677, GO:0003678, GO:0003689, GO:0005524, GO:0005829, GO:0006268, GO:0009378, GO:0009432, GO:0016787, GO:0016853, GO:0016887, GO:0033202, GO:0036121, GO:0043138, GO:0061749, GO:0061775, GO:0140584, GO:0140665, GO:0140849, GO:1990518, RefSeq:WP_000383407.1, SO:0001217, UniParc:UPI00000D08F3, UniRef:UniRef100_C3SKC2, UniRef:UniRef50_P03018, UniRef:UniRef90_P03018
chromosome	cds	5175041	5175757	-	LFFONA_05281	yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	COG:COG1011, COG:H, EC:3.1.3.-, EC:3.1.3.104, GO:0000287, GO:0009231, GO:0016311, GO:0016791, RefSeq:WP_001213584.1, SO:0001217, UniParc:UPI000013B3E5, UniRef:UniRef100_P0ADP0, UniRef:UniRef50_P0ADP0, UniRef:UniRef90_P0ADP0
chromosome	cds	5175757	5176653	-	LFFONA_05282	xerC	tyrosine recombinase XerC	BlastRules:WP_000132874, BlastRules:WP_000141123, COG:COG4973, COG:L, GO:0003677, GO:0005737, GO:0006276, GO:0006310, GO:0006313, GO:0007059, GO:0009009, GO:0009037, GO:0015074, GO:0042150, GO:0048476, GO:0051301, GO:0071139, RefSeq:WP_000130678.1, SO:0001217, UniParc:UPI00005EFCF8, UniRef:UniRef100_UPI00005EFCF8, UniRef:UniRef50_P0A8P6, UniRef:UniRef90_P0A8P6
chromosome	cds	5176650	5177357	-	LFFONA_05283	yigA	Uncharacterized protein YigA	COG:COG3159, COG:S, RefSeq:WP_000812795.1, SO:0001217, UniParc:UPI00005EFCF9, UniRef:UniRef100_E2QHY3, UniRef:UniRef50_P23305, UniRef:UniRef90_P23305
chromosome	cds	5177354	5178178	-	LFFONA_05284	dapF	diaminopimelate epimerase	COG:COG0253, COG:E, EC:5.1.1.7, GO:0005829, GO:0008837, GO:0009089, KEGG:K01778, RefSeq:WP_001160654.1, SO:0001217, UniParc:UPI0000128EB0, UniRef:UniRef100_P0A6K1, UniRef:UniRef50_P0A6K1, UniRef:UniRef90_P0A6K1
chromosome	cds	5178215	5178418	-	LFFONA_05285	lptM	LPS translocon maturation chaperone LptM	COG:COG5567, COG:S, GO:0009279, RefSeq:WP_000799889.1, SO:0001217, UniParc:UPI000013B3DC, UniRef:UniRef100_P0ADN6, UniRef:UniRef50_P0ADN6, UniRef:UniRef90_P0ADN6
chromosome	cds	5178607	5178840	+	LFFONA_05286		Lipoprotein	SO:0001217, UniParc:UPI0000DAD0E8, UniRef:UniRef100_A0A1X9VFH5, UniRef:UniRef50_A0A3G3E5J0, UniRef:UniRef90_A0A4Y7YA61
chromosome	cds	5178888	5179208	+	LFFONA_05287	cyaY	iron donor protein CyaY	GO:0005506, GO:0005829, GO:0008198, GO:0008199, GO:0016226, RefSeq:WP_000999936.1, SO:0001217, UniParc:UPI00005E4238, UniRef:UniRef100_B7UNC2, UniRef:UniRef50_P27838, UniRef:UniRef90_B7UNC2
chromosome	cds	5179248	5181794	-	LFFONA_05288	cyaA	class I adenylate cyclase	COG:COG3072, COG:T, EC:4.6.1.1, GO:0004016, GO:0005524, GO:0005737, GO:0006171, KEGG:K05851, RefSeq:WP_000281682.1, SO:0001217, UniParc:UPI0001C22C4A, UniRef:UniRef100_A0A061K6P2, UniRef:UniRef50_P00936, UniRef:UniRef90_P00936
chromosome	cds	5182160	5183122	+	LFFONA_05289	hemC	hydroxymethylbilane synthase	COG:COG0181, COG:H, EC:2.5.1.61, GO:0004418, GO:0005737, GO:0006782, GO:0033014, KEGG:K01749, SO:0001217, UniParc:UPI000187C143, UniRef:UniRef100_A0A2X1KU34, UniRef:UniRef50_P06983, UniRef:UniRef90_P06983
chromosome	cds	5183119	5183859	+	LFFONA_05290	hemD	uroporphyrinogen-III synthase	COG:COG1587, COG:H, EC:4.2.1.75, GO:0004852, GO:0006780, GO:0006782, RefSeq:WP_000026073.1, SO:0001217, UniParc:UPI0001F65B8E, UniRef:UniRef100_UPI0001F65B8E, UniRef:UniRef50_P09126, UniRef:UniRef90_P09126
chromosome	cds	5183881	5185098	+	LFFONA_05291	hemX	uroporphyrinogen-III C-methyltransferase	COG:COG2959, COG:R, EC:2.1.1.107, GO:0005886, KEGG:K02496, RefSeq:WP_000139091.1, SO:0001217, UniParc:UPI00000DF2D0, UniRef:UniRef100_B7UNB8, UniRef:UniRef50_P09127, UniRef:UniRef90_P09127
chromosome	cds	5185101	5185931	+	LFFONA_05292	hemY	protoheme IX biogenesis protein HemY	GO:0005515, GO:0016020, GO:0042168, SO:0001217, UniRef:UniRef50_A0A4U9H829, UniRef:UniRef90_UPI000D42D9B8
chromosome	cds	5185924	5186298	+	LFFONA_05293	hemY	HemY protein	SO:0001217, UniRef:UniRef50_A0A919HXJ7, UniRef:UniRef90_A0A0A7A277
chromosome	ncRNA	5186346	5186552	-	LFFONA_05294	GlmZ_SraJ	GlmZ RNA activator of glmS mRNA	RFAM:RF00083, SO:0000655
chromosome	ncRNA	5186402	5186550	-	LFFONA_05295	GlmY_tke1	Glm Y RNA activator of glmS mRNA	RFAM:RF00128, SO:0000655
chromosome	cds	5186977	5188632	+	LFFONA_05296	aslA	arylsulfatase AslA	BlastRules:WP_000395863, COG:COG3119, COG:P, EC:3.1.6.-, GO:0004065, GO:0042597, GO:0046872, RefSeq:WP_000395835.1, SO:0001217, UniParc:UPI00005EFCFE, UniRef:UniRef100_A0A192EVL3, UniRef:UniRef50_P25549, UniRef:UniRef90_P25549
chromosome	cds	5188723	5189958	-	LFFONA_05297	aslB	anaerobic sulfatase maturase	EC:1.1.98.7, GO:0016491, GO:0018209, GO:0046500, GO:0046872, GO:0051539, GO:0051604, KEGG:K24118, RefSeq:WP_001187376.1, SO:0001217, UniParc:UPI00005EFCFF, UniRef:UniRef100_A0A178R8I5, UniRef:UniRef50_P25550, UniRef:UniRef90_P25550
chromosome	tRNA	5190105	5190181	-	LFFONA_05298	trnP	tRNA-Pro(tgg)	SO:0000268
chromosome	tRNA	5190224	5190310	-	LFFONA_05299	trnL	tRNA-Leu(cag)	SO:0000264
chromosome	tRNA	5190331	5190406	-	LFFONA_05300	trnH	tRNA-His(gtg)	SO:0000262
chromosome	tRNA	5190465	5190541	-	LFFONA_05301	trnR	tRNA-Arg(ccg)	SO:0001036
chromosome	cds	5190644	5192029	-	LFFONA_05302	thrP	bifunctional threonine/serine APC transporter ThrP	COG:COG1113, COG:E, GO:0005886, GO:0006865, GO:0015194, GO:0015195, GO:0055085, RefSeq:WP_000774733.1, SO:0001217, UniParc:UPI000187C13F, UniRef:UniRef100_A0A066SZ34, UniRef:UniRef50_P27837, UniRef:UniRef90_P27837
chromosome	cds	5192220	5192960	-	LFFONA_05303	wecG	lipopolysaccharide N-acetylmannosaminouronosyltransferase	COG:COG1922, COG:M, EC:2.4.1.180, GO:0009246, GO:0047241, RefSeq:WP_001064038.1, SO:0001217, UniParc:UPI00000DF2CC, UniRef:UniRef100_A7ZTZ8, UniRef:UniRef50_P27836, UniRef:UniRef90_P27836
chromosome	cds	5192963	5194315	-	LFFONA_05304	wzyE	ECA oligosaccharide polymerase	EC:2.4.99.27, GO:0005886, GO:0009246, GO:0016020, KEGG:K02853, RefSeq:WP_000055119.1, SO:0001217, UniParc:UPI00000DF2CB, UniRef:UniRef100_B7UNB2, UniRef:UniRef50_P27835, UniRef:UniRef90_P27835
chromosome	cds	5194312	5195391	-	LFFONA_05305	rffT	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	EC:2.4.1.325, GO:0005886, GO:0008417, GO:0009246, GO:0036065, GO:0102031, KEGG:K12582, RefSeq:WP_000217276.1, SO:0001217, UniParc:UPI0000D50DE4, UniRef:UniRef100_B7UNB1, UniRef:UniRef50_P56258, UniRef:UniRef90_P56258
chromosome	cds	5195388	5196638	-	LFFONA_05306	wzxE	lipid III flippase WzxE	COG:COG2244, COG:M, GO:0005886, GO:0009246, GO:0016020, KEGG:K16693, RefSeq:WP_000050272.1, SO:0001217, UniParc:UPI00018878BA, UniRef:UniRef100_A0A0K6FBT7, UniRef:UniRef50_P0AAA7, UniRef:UniRef90_P0AAA7
chromosome	cds	5196640	5197770	-	LFFONA_05307	rffA	dTDP-4-amino-4,6-dideoxygalactose transaminase	COG:COG0399, COG:M, EC:2.6.1.59, GO:0000271, GO:0009246, GO:0019180, GO:0030170, GO:0042802, KEGG:K02805, RefSeq:WP_000612054.1, SO:0001217, UniParc:UPI000281DA42, UniRef:UniRef100_A0A3S3XZW8, UniRef:UniRef50_P27833, UniRef:UniRef90_P27833
chromosome	cds	5197775	5198449	-	LFFONA_05308	rffC	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	EC:2.3.1.210, GO:0008080, GO:0009246, RefSeq:WP_001145189.1, SO:0001217, UniParc:UPI00000DF2C6, UniRef:UniRef100_Q8FBQ3, UniRef:UniRef50_Q8FBQ3, UniRef:UniRef90_Q8FBQ3
chromosome	cds	5198427	5199308	-	LFFONA_05309	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	COG:COG1209, COG:M, EC:2.7.7.24, GO:0000271, GO:0008879, GO:0009246, GO:0019305, GO:0045226, GO:0046872, KEGG:K00973, RefSeq:WP_000676056.1, SO:0001217, UniParc:UPI00001337FD, UniRef:UniRef100_P61887, UniRef:UniRef50_P37744, UniRef:UniRef90_P61887
chromosome	cds	5199327	5200394	-	LFFONA_05310	rffG	dTDP-glucose 4,6-dehydratase	EC:4.2.1.46, GO:0008460, GO:0009103, GO:0009225, GO:0009246, GO:0045226, RefSeq:WP_001226622.1, SO:0001217, UniParc:UPI0001E8B6CB, UniRef:UniRef100_A0A3L5JIW8, UniRef:UniRef50_P27830, UniRef:UniRef90_P27830
chromosome	cds	5200394	5201656	-	LFFONA_05311	wecC	UDP-N-acetyl-D-mannosamine dehydrogenase	COG:COG0677, COG:M, EC:1.1.1.336, GO:0009246, GO:0016628, GO:0051287, GO:0089714, KEGG:K02472, RefSeq:WP_000006615.1, SO:0001217, UniParc:UPI0001E8B6CA, UniRef:UniRef100_A0A377KFG7, UniRef:UniRef50_P27829, UniRef:UniRef90_P27829
