# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
chromosome	cds	4096299	4097456	-	LFFONA_04212	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5BDY9
chromosome	cds	4097611	4099035	-	LFFONA_04213	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6HZD0
chromosome	ncRNA-region	4099030	4099075	-	-	77.2	2.3e-13	-	-	-	RFAM:RF02700
chromosome	cds	4099165	4100682	-	LFFONA_04214	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MBE3
chromosome	cds	4100766	4101464	+	LFFONA_04215	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AF12
chromosome	cds	4101457	4102257	+	LFFONA_04216	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37028
chromosome	cds	4102295	4102918	+	LFFONA_04217	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFP0
chromosome	cds	4102965	4103309	-	LFFONA_04218	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACC3
chromosome	sorf	4103302	4103367	-	LFFONA_04219	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DPM7
chromosome	cds	4103391	4104812	-	LFFONA_04220	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MBD8
chromosome	sorf	4104824	4104871	-	LFFONA_04221	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DSE3
chromosome	cds	4105037	4106317	+	LFFONA_04222	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UIK1
chromosome	cds	4106352	4108334	-	LFFONA_04223	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000DD455CB
chromosome	cds	4108331	4109221	-	LFFONA_04224	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D898
chromosome	cds	4109221	4110018	-	LFFONA_04225	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3TPW2
chromosome	cds	4110069	4112327	-	LFFONA_04226	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001E8B09F
chromosome	cds	4112547	4115081	-	LFFONA_04227	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D897
chromosome	cds	4115175	4117604	-	LFFONA_04228	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F65F21
chromosome	cds	4117678	4118208	+	LFFONA_04229	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QF77
chromosome	cds	4118223	4118927	+	LFFONA_04230	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001E8ADEB
chromosome	cds	4119105	4119560	+	LFFONA_04231	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABS1
chromosome	cds	4119597	4120523	+	LFFONA_04232	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A234H4S7
chromosome	cds	4120616	4121980	+	LFFONA_04233	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3TQ02
chromosome	cds	4121977	4122456	+	LFFONA_04234	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FI82
chromosome	cds	4122819	4123409	+	LFFONA_04235	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VRA0
chromosome	cds	4123518	4124258	+	LFFONA_04236	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EDAAD0F
chromosome	cds	4124293	4126881	+	LFFONA_04237	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0027BAD78D
chromosome	cds	4126898	4127464	+	LFFONA_04238	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5BHN2
chromosome	cds	4127476	4128084	+	LFFONA_04239	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00202976E3
chromosome	cds	4128111	4128707	+	LFFONA_04240	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FID0
chromosome	cds	4128757	4130022	+	LFFONA_04241	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D82B
chromosome	cds	4130134	4130928	+	LFFONA_04242	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MBB7
chromosome	cds	4130940	4131791	+	LFFONA_04243	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S1PDS1
chromosome	cds	4131873	4132076	-	LFFONA_04244	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAN3KV17
chromosome	cds	4132145	4133089	-	LFFONA_04245	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007513CA6
chromosome	cds	4133363	4133743	+	LFFONA_04246	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A790
chromosome	cds	4133747	4134976	-	LFFONA_04247	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2P6I1R7
chromosome	cds	4135040	4135480	-	LFFONA_04248	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FIT0
chromosome	cds	4135585	4136355	-	LFFONA_04249	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFN6
chromosome	cds	4136352	4137278	-	LFFONA_04250	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QF57
chromosome	cds	4137387	4138049	+	LFFONA_04251	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VVB1
chromosome	cds	4138090	4138638	-	LFFONA_04252	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6I022
chromosome	cds	4138832	4141222	+	LFFONA_04253	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000750EFCA
chromosome	cds	4141548	4143098	-	LFFONA_04254	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3ECY3
chromosome	cds	4143303	4143611	+	LFFONA_04255	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6HYY1
chromosome	cds	4143717	4144583	+	LFFONA_04256	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66834
chromosome	cds	4144599	4145393	+	LFFONA_04257	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0L7ALK7
chromosome	cds	4145431	4145793	-	LFFONA_04258	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8E5
chromosome	cds	4145968	4148565	-	LFFONA_04259	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QF48
chromosome	cds	4148919	4150676	+	LFFONA_04260	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A3759B
chromosome	cds	4150918	4152342	-	LFFONA_04261	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9P0
chromosome	cds	4152550	4154442	-	LFFONA_04262	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MB98
chromosome	cds	4154457	4157120	-	LFFONA_04263	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFG8
chromosome	ncRNA	4157123	4157236	+	LFFONA_04264	103.4	1.4e-18	-	-	-	RFAM:RF02030
chromosome	cds	4157281	4158045	-	LFFONA_04265	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACL9
chromosome	cds	4158501	4158791	-	LFFONA_04266	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FJZ0
chromosome	cds	4159189	4159482	-	LFFONA_04267	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8VL33
chromosome	cds	4159880	4160170	-	LFFONA_04268	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D6A0EAF
chromosome	cds	4160176	4161957	-	LFFONA_04269	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BA1A868
chromosome	cds	4162485	4163855	+	LFFONA_04270	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FL49
chromosome	cds	4163898	4164752	-	LFFONA_04271	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A192EK35
chromosome	cds	4164749	4165300	-	LFFONA_04272	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QF36
chromosome	cds	4165388	4166281	+	LFFONA_04273	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3TQD7
chromosome	cds	4166485	4166925	+	LFFONA_04274	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X1J8Z0
chromosome	cds	4166935	4168320	+	LFFONA_04275	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VVE0
chromosome	cds	4168310	4169512	+	LFFONA_04276	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D7C9
chromosome	cds	4169547	4170590	-	LFFONA_04277	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60560
chromosome	sorf	4170746	4170790	-	LFFONA_04278	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DPM6
chromosome	cds	4170815	4171435	+	LFFONA_04279	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K3FZW7
chromosome	cds	4171435	4172178	+	LFFONA_04280	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UIF1
chromosome	cds	4172188	4172385	+	LFFONA_04281	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8H8
chromosome	ncRNA	4172407	4172482	-	LFFONA_04282	63.4	7.0e-09	-	-	-	RFAM:RF02564
chromosome	cds	4172473	4172871	-	LFFONA_04283	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6HY63
chromosome	ncRNA	4172886	4172955	-	LFFONA_04284	83.4	7.2e-14	-	-	-	RFAM:RF02057
chromosome	cds	4172931	4175636	-	LFFONA_04285	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8X996
chromosome	cds	4175697	4176284	-	LFFONA_04286	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3TQJ2
chromosome	cds	4176440	4177357	-	LFFONA_04287	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A725
chromosome	cds	4177458	4178609	-	LFFONA_04288	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9A6
chromosome	ncRNA	4178601	4178690	-	LFFONA_04289	105.5	4.1e-17	-	-	-	RFAM:RF02797
chromosome	cds	4178670	4179932	-	LFFONA_04290	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABH0
chromosome	cds	4179929	4180759	-	LFFONA_04291	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B5HCH2
chromosome	cds	4180761	4181681	-	LFFONA_04292	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3K0JRA0
chromosome	cds	4181674	4183149	-	LFFONA_04293	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZHI2
chromosome	cds	4183203	4184270	-	LFFONA_04294	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UIE0
chromosome	cds	4184267	4185511	-	LFFONA_04295	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D7C6
chromosome	cds	4185511	4186827	-	LFFONA_04296	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A023KZT7
chromosome	cds	4186830	4187912	-	LFFONA_04297	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64258
chromosome	cds	4187906	4189264	-	LFFONA_04298	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001DC56C3
chromosome	cds	4189261	4190748	-	LFFONA_04299	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D7C5
chromosome	cds	4190735	4192501	-	LFFONA_04300	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QF12
chromosome	cds	4192517	4192882	-	LFFONA_04301	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD68
chromosome	cds	4192879	4193820	-	LFFONA_04302	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60390
chromosome	cds	4193822	4194280	-	LFFONA_04303	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001981AF64
chromosome	cds	4194882	4195886	-	LFFONA_04304	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACP1
chromosome	sorf	4195968	4196054	-	LFFONA_04305	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADF0
chromosome	cds	4196066	4196557	-	LFFONA_04306	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3TQT7
chromosome	cds	4196560	4198284	-	LFFONA_04307	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00033674FF
chromosome	cds	4198602	4199546	-	LFFONA_04308	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QF05
chromosome	ncRNA-region	4200190	4200338	+	-	149.2	1.1e-25	-	-	-	RFAM:RF00512
chromosome	sorf	4200204	4200290	+	LFFONA_04309	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M4HUT5
chromosome	cds	4200382	4201953	+	LFFONA_04310	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D786
chromosome	cds	4201953	4203044	+	LFFONA_04311	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A377KD67
chromosome	cds	4203047	4204447	+	LFFONA_04312	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6A6
chromosome	cds	4204458	4205063	+	LFFONA_04313	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAJ6
chromosome	ncRNA	4205097	4205323	-	LFFONA_04314	230.7	2.9e-36	-	-	-	RFAM:RF00534
chromosome	cds	4205171	4205302	-	LFFONA_04315	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A067HVX6
chromosome	cds	4205391	4207046	+	LFFONA_04316	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0014326F7D
chromosome	ncRNA-region	4207080	4207179	+	-	65.8	2.1e-10	-	-	-	RFAM:RF00059
chromosome	cds	4207210	4208193	+	LFFONA_04317	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FIF0
chromosome	cds	4208169	4209779	+	LFFONA_04318	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5BFD7
chromosome	cds	4209763	4210461	+	LFFONA_04319	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q0TLS2
chromosome	cds	4210575	4211339	-	LFFONA_04320	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3R1AGT5
chromosome	cds	4211425	4212303	-	LFFONA_04321	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7M6Q0
chromosome	cds	4212642	4214342	+	LFFONA_04322	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D77A
chromosome	cds	4214353	4215855	+	LFFONA_04323	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZHF3
chromosome	cds	4216140	4216835	+	LFFONA_04324	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D6A462E
chromosome	cds	4216910	4219261	+	LFFONA_04325	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A1E615
chromosome	cds	4219425	4222331	+	LFFONA_04326	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UIA5
chromosome	cds	4222343	4223002	+	LFFONA_04327	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAI1
chromosome	ncRNA	4223027	4223106	+	LFFONA_04328	77.1	2.3e-11	-	-	-	RFAM:RF02564
chromosome	cds	4223120	4224001	-	LFFONA_04329	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FL94
chromosome	cds	4224190	4226544	+	LFFONA_04330	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3L2TCS9
chromosome	cds	4226597	4227883	+	LFFONA_04331	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABZ6
chromosome	cds	4227883	4228872	+	LFFONA_04332	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FL95
chromosome	cds	4228869	4229690	+	LFFONA_04333	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UI99
chromosome	cds	4229693	4230070	+	LFFONA_04334	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P62672
chromosome	cds	4230077	4230925	+	LFFONA_04335	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UI97
chromosome	cds	4230922	4231236	-	LFFONA_04336	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QEX9
chromosome	cds	4231239	4231472	-	LFFONA_04337	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QEX8
chromosome	cds	4231558	4232148	-	LFFONA_04338	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024L7M8
chromosome	cds	4232229	4234091	-	LFFONA_04339	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UI93
chromosome	cds	4234084	4234614	-	LFFONA_04340	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A754
chromosome	cds	4234722	4236053	-	LFFONA_04341	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VYP3
chromosome	cds	4236112	4236399	-	LFFONA_04342	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P68646
chromosome	cds	4236396	4237682	-	LFFONA_04343	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P68644
chromosome	cds	4237733	4238674	-	LFFONA_04344	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAN5K397
chromosome	cds	4238689	4239459	-	LFFONA_04345	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MNP8
chromosome	cds	4239932	4241446	+	LFFONA_04346	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UI86
chromosome	cds	4241477	4242619	+	LFFONA_04347	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60584
chromosome	cds	4242747	4243964	+	LFFONA_04348	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D561
chromosome	cds	4244037	4245590	+	LFFONA_04349	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D560
chromosome	cds	4245699	4246484	+	LFFONA_04350	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FLA6
chromosome	cds	4246490	4247080	+	LFFONA_04351	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAF8
chromosome	cds	4247199	4247594	-	LFFONA_04352	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VVE9
chromosome	cds	4247855	4251076	-	LFFONA_04353	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X1L6U2
chromosome	cds	4251094	4252242	-	LFFONA_04354	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FLB1
chromosome	ncRNA	4252290	4252342	-	LFFONA_04355	87.5	3.1e-15	-	-	-	RFAM:RF02750
chromosome	cds	4252698	4253519	-	LFFONA_04356	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAF2
chromosome	cds	4253680	4254045	-	LFFONA_04357	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061YHB2
chromosome	cds	4254068	4254982	-	LFFONA_04358	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D938
chromosome	cds	4255048	4255998	-	LFFONA_04359	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A178SZS8
chromosome	cds	4256000	4256449	-	LFFONA_04360	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AEM0
chromosome	cds	4256557	4257051	-	LFFONA_04361	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZHB6
chromosome	cds	4257051	4259867	-	LFFONA_04362	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FLB7
chromosome	cds	4259910	4260851	-	LFFONA_04363	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG40
chromosome	cds	4261180	4261443	+	LFFONA_04364	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7U7
chromosome	cds	4261539	4262438	-	LFFONA_04365	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A229CTW6
chromosome	cds	4262504	4263670	-	LFFONA_04366	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00111AF2A3
chromosome	cds	4263905	4265164	-	LFFONA_04367	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QEA7
chromosome	cds	4265293	4266786	-	LFFONA_04368	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001C577D84
chromosome	cds	4266806	4267567	-	LFFONA_04369	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FJ70
chromosome	ncRNA	4268032	4268184	+	LFFONA_04370	117.6	2.3e-19	-	-	-	RFAM:RF01794
chromosome	cds	4268182	4268334	+	LFFONA_04371	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACG4
chromosome	cds	4268439	4269569	-	LFFONA_04372	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZHA5
chromosome	ncRNA	4269570	4269647	-	LFFONA_04373	68.8	6.7e-13	-	-	-	RFAM:RF02031
chromosome	cds	4269658	4271574	-	LFFONA_04374	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6Y8
chromosome	cds	4271947	4272351	+	LFFONA_04375	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7M9S5
chromosome	cds	4272377	4273090	+	LFFONA_04376	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QEA0
chromosome	cds	4273239	4273805	+	LFFONA_04377	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QE99
chromosome	ncRNA	4273898	4273940	+	LFFONA_04378	50.7	7.9e-07	-	-	-	RFAM:RF02751
chromosome	cds	4274010	4274597	-	LFFONA_04379	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QE98
chromosome	cds	4274712	4275665	-	LFFONA_04380	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FLD1
chromosome	cds	4275944	4277374	+	LFFONA_04381	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A3AB85
chromosome	cds	4277444	4278220	+	LFFONA_04382	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FLD3
chromosome	cds	4278373	4278672	-	LFFONA_04383	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A29D63
chromosome	cds	4278887	4280173	-	LFFONA_04384	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3TRQ2
chromosome	cds	4280174	4281106	-	LFFONA_04385	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QE92
chromosome	cds	4281108	4283570	-	LFFONA_04386	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3TRR2
chromosome	ncRNA-region	4283596	4283715	-	-	121.0	2.1e-21	-	-	-	RFAM:RF00506
chromosome	sorf	4283651	4283716	-	LFFONA_04387	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD86
chromosome	cds	4283930	4284616	-	LFFONA_04388	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6HWG9
chromosome	cds	4285252	4285968	+	LFFONA_04389	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9Q1
chromosome	cds	4286028	4287380	-	LFFONA_04390	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D68E
chromosome	cds	4287438	4288862	-	LFFONA_04391	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6HVB0
chromosome	cds	4288862	4289551	-	LFFONA_04392	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QLF9
chromosome	cds	4289564	4290037	-	LFFONA_04393	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AE91
chromosome	cds	4290248	4291117	+	LFFONA_04394	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VUD0
chromosome	cds	4291114	4291761	-	LFFONA_04395	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MNK4
chromosome	cds	4291813	4292340	+	LFFONA_04396	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FKI5
chromosome	cds	4292413	4292709	-	LFFONA_04397	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UR23
chromosome	cds	4292829	4294766	-	LFFONA_04398	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QLF3
chromosome	cds	4294973	4296640	+	LFFONA_04399	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H2VFI8
chromosome	cds	4296696	4296980	-	LFFONA_04400	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QLF1
chromosome	cds	4296982	4297314	-	LFFONA_04401	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VWN8
chromosome	cds	4297406	4298638	-	LFFONA_04402	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061KTF8
chromosome	cds	4298659	4300041	-	LFFONA_04403	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SE38
chromosome	cds	4300090	4301058	-	LFFONA_04404	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VX05
chromosome	cds	4301164	4301808	+	LFFONA_04405	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QLE7
chromosome	cds	4301836	4302852	+	LFFONA_04406	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D612
chromosome	cds	4302853	4304184	-	LFFONA_04407	873.0	0.0	1.0	0.969	0.977	UniRef:UniRef90_P39410
chromosome	cds	4304351	4305070	-	LFFONA_04408	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UR12
chromosome	cds	4305127	4306350	-	LFFONA_04409	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D611
chromosome	cds	4306402	4307724	-	LFFONA_04410	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0V9S7S5
chromosome	cds	4307802	4308581	-	LFFONA_04411	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZVS4
chromosome	cds	4308839	4310389	+	LFFONA_04412	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G3JV30
chromosome	cds	4310520	4311224	+	LFFONA_04413	470.0	8.5e-168	1.0	1.0	0.983	UniRef:UniRef90_A0A0J2BV16
chromosome	ncRNA	4311263	4311341	-	LFFONA_04414	76.5	3.0e-11	-	-	-	RFAM:RF02564
chromosome	ncRNA	4311364	4311441	-	LFFONA_04415	73.7	9.3e-11	-	-	-	RFAM:RF02564
chromosome	cds	4311441	4312220	-	LFFONA_04416	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G3JWI4
chromosome	cds	4312217	4313290	-	LFFONA_04417	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FP89
chromosome	cds	4313412	4313573	-	LFFONA_04418	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q2M5U1
chromosome	cds	4313700	4314305	-	LFFONA_04419	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFH8
chromosome	cds	4314698	4316284	-	LFFONA_04420	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A1AJU2
chromosome	cds	4316504	4316752	+	LFFONA_04421	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X5XSK3
chromosome	cds	4317199	4318233	+	LFFONA_04422	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q1R273
chromosome	cds	4318332	4319090	+	LFFONA_04423	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q1R274
chromosome	cds	4319394	4319687	-	LFFONA_04424	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A3D1A6
